id,text,sentiment,relevance,evaluation_type,source
sample_13572,"""Kasama ng Pilipinas sa ""hot zones"" ang Iraq, Pakistan, at Mexico.""",neutral,general,general,tagasenti
sample_13573,d q recommended dto ang quality kc manipis lang at ng llake wla pa isang oras puno agad maliit kc prang pang infant baby eh med nman order q,negative,general,general,tagasenti
sample_13574,thanks po na deliver ng wlang sira...ok nman good n good gamitin..,positive,general,general,tagasenti
sample_13575,May ad sa TV tungkol kay Duterte na naglalaman ng mga negatibong pahayag.,neutral,general,general,tagasenti
sample_13576,Account na wala kahit isang pagbabayad simula nang take-out; Account na inabandona ang bahay sa loob ng isang taon;,negative,general,general,tagasenti
sample_13577,Gaano kalaki ang diperensya sa presyo ng dalawang modelong ito?,neutral,general,general,tagasenti
sample_13578,nice and cute! makapal naman and doble yong tela so uv protected nga. manual lang siya pero so far okay naman. pde sa maliit na bag. may workmates love this too!,positive,general,general,tagasenti
sample_13579,quality is good for its price comfy to wear din naman but what i find uncomfortable is natunog sya habang naglalakad di naman basa or what,neutral,general,general,tagasenti
sample_13580,"Ayon sa survey, pangalawa sina Roxas at Robredo, habang may ibang mas gusto si Miriam at Cayetano.",neutral,general,general,tagasenti
sample_13581,"hindi flexible, may sira sa bandang charging port, malakas ung tunog ng hangin kahit no. 1 pa lang siya, mabilis malowbat, pero matagal naman magcharge.",negative,general,general,tagasenti
sample_13582,"2 star only, paulit ulit nalang ang item sa mystery pouch na toh, okay naman dahil ang real price nyan ay mahal kesa sa mystery pouch na toh thank you parin sa seller pero sana ibahin nyo rin po minsan.",negative,general,general,tagasenti
sample_13583,Masyado silang nagmamadali kaya di nila napansin na maling item ang naipadala sa bahay ko.,negative,general,general,tagasenti
sample_13584,"May nagsasabi na magkapareho sina Mar Roxas at Binay, at si Duterte ang inaasahan.",neutral,general,general,tagasenti
sample_13585,good naman lahat sizes at kulay tama lahat ulit ako nag order soon mabilis pa naiship at naideliver thanks seller at kuyang nagdeliver,positive,general,general,tagasenti
sample_13586,Nakatanggap ako ng bonus sa trabaho kaya nakapagbayad ako ng utang.,neutral,general,general,tagasenti
sample_13587,Anggulong pulitika sinisilip sa pagpatay sa poll exec sa Cotabato,negative,general,general,tagasenti
sample_13588,Gitabunan nga kanal maoy ilang gitumbok nga hinungdan sa pagkabara sa tubig nga misangpot sa pagbaha.,negative,general,general,tagasenti
sample_13589,"If Binay, Poe, or Mar wins, may mangyayaring pagbabago. At kung tatakbo si Duterte, mas lalakas ang bayan.",positive,general,general,tagasenti
sample_13590,Dapat Duterte+Miriam nalang eh naging Duturte vs. Miriam pa tuloy ? dami kasi drama tatakbo din pala ?,negative,general,general,tagasenti
sample_13591,"Can't imagine pag nagkasnow sa Pilipinas dahil kay Binay, ang ganda, magiging puti at malinis!",positive,general,general,tagasenti
sample_13592,"Nitong Martes, inihayag ni Puno na interesado siyang sumali sa gagawing kombensyon ng pinagsanib na Lakas-KAMPI-CMD upang maging kandidatong pangalawang pangulo sa panig ng administrasyon.",neutral,general,general,tagasenti
sample_13593,good i m happy na discover ko itong portable fan na ito i can use it anywhere and everywhere thank you seller and shopee,positive,general,general,tagasenti
sample_13594,Ginala-uman nga Huwebes pa magasugod ang pagdagsa sang mga tawo para tatapon ang lulubngan sang ila mga minatay. - Ratsada,neutral,general,general,tagasenti
sample_13595,"Okay lang na tinatawag din sila nina Binay, Poe, at Defensor.",positive,general,general,tagasenti
sample_13596,Parehong may magandang katangian sina Binay at Alma.,positive,general,general,tagasenti
sample_13597,Pero aminado si Defensor na malabong maisagawa ang con-ass kung magmamatigas ang mga senador na huwag makisali sa proseso ng pag-amyenda sa konstitusyon.,neutral,general,general,tagasenti
sample_13598,May tanong kung bakit parang hindi epektibo si Mar Roxas sa mga panayam.,neutral,general,general,tagasenti
sample_13599,"Nitong Hunyo, mahigit 28,000 examinees ang pumasa sa licensure exam para sa nurse.",positive,general,general,tagasenti
sample_13600,"Bukod kay Berroya, sinabi ni Gonzalez na dalawa pang sibilyan mula sa Indang, Cavite ang handang tumestigo.",neutral,general,general,tagasenti
sample_13601,"Matatandaan na sumadsad hanggang sa tumaob ang ""Princess"" na pag-aari ng Sulpicio Lines noong June 21, habang kasagsagan ng bagyong ""Frank.""",negative,general,general,tagasenti
sample_13602,good quality ang ganda at verry nice din ng tunog,positive,general,general,tagasenti
sample_13603,Ewan ko kung matutuwa ako o malulungkot sa balita mo.,neutral,general,general,tagasenti
sample_13604,"although good quality siya pero diko alam kung ganito ba talaga yung style, iba kasi siya sa yeezy slides lalo na yung nasa picture.",positive,general,general,tagasenti
sample_13605,"Maganda ang kampanya ni Grace Poe, walang katotohanan ang akusasyon.",positive,general,general,tagasenti
sample_13606,black red ok naman yung shoes sakto lang sa price nya hindi kana luge maganda at comfortable sa paa,neutral,general,general,tagasenti
sample_13607,Kingina! I heard it the second time and I heard it correctly! What the fuck Binay. Wag mo kami idamay sa kagaguhan mo.,negative,general,general,tagasenti
sample_13608,"3 debates. Rogelio pa rin damit ni Binay. Si Poe yung puti pa rin. Last na ito, focus na sa issues, wag personal life",neutral,general,general,tagasenti
sample_13609,"well packed sa bubble wrap pero sa box and sa loob walang plastic, ang dumi din nia nalinisan ko na nga bago gamitin, sa iba may plastic dapat sya sakin wala",positive,general,general,tagasenti
sample_13610,"May ulat na Duterte votes napunta kay Roxas sa VCM testing, at reaksyon.",neutral,general,general,tagasenti
sample_13611,items are lacking and i was not refunded kahit na kinontak ko na both seller and and shopee may status na refunded na pero hindi nag reflect sa aking spaylater,negative,general,general,tagasenti
sample_13612,owner is very kind and the biryani tastes great to the staff konting smile naman diyan,neutral,general,general,tagasenti
sample_13613,May tanong kung bakit nasa huli si Miriam at kung dapat bang nasa ganoong posisyon sina Binay o Roxas.,neutral,general,general,tagasenti
sample_13614,"Okay byahe pauwi, mas mabilis sana kung nag-expressway.",negative,general,general,tagasenti
sample_13615,Sinabi ni Chairman Sabio na si Atty. Santos ang kumausap sa kanya para hikayatin ang kanyang kapatid na mahistrado.,neutral,general,general,tagasenti
sample_13616,grabi ang ganda worth it ang gamay worth it rin gamitin,positive,general,general,tagasenti
sample_13617,not the same with the picture iniisip ko kung bibili pa ako ng iba hindi ko kinabit yung wallpaper kasi mas light yung color kesa sa picture na inordee ko yung flatener ok,neutral,general,general,tagasenti
sample_13618,ang bangoooo ang gandaaa at ang bango fast delivery dn ...,positive,general,general,tagasenti
sample_13619,Gipa-fill out ra ang mga kliyente og withdrawal slip uban sa paghatag sa ilang mga contact number.,neutral,general,general,tagasenti
sample_13620,May nagsumbong na iba ang lumabas sa resibo kaysa binoto.,neutral,general,general,tagasenti
sample_13621,"TV ad kontra VP Binay, lumabas kamakailan.",neutral,general,general,tagasenti
sample_13622,very secured ang packaging. maraming wraps ng bubble wrap. dumating din naman agad. medyo hassle lang na chinese yung remote control. nagsabi na rin kase ako sa seller na english remote control pero yun pa rin pinadala. hopefully makatulong sa bahay namin,positive,general,general,tagasenti
sample_13623,Avery cards are bad lalo The box in corners the dented na hindi easy at mabilis mapunit they the bad the pag the heavy stocks of print that na in dented ends the today.,positive,general,general,tagasenti
sample_13624,ang bilis dumating maganda yung texture nya sticky nmn sya ang problema lng ay manipis sya kaya madaling syang masira o makita yung marka kapag nayupi o natupi naka ilang ulit din ako yung last pic yung itsura pala ng dinikitan ko,neutral,general,general,tagasenti
sample_13625,not good may bukol2 bakit ganun isang suot lng nito punit agad,negative,general,general,tagasenti
sample_13626,hidden pares here in metro manila why because they serve a tapang kabayo here if you love this filipino food you must try this 80 php for one serving of meaty pares for me the taste is okay lang for the price of 80 php you will have a pares,neutral,general,general,tagasenti
sample_13627,Naubos na ang reserbang pera para sa shipping fee.,neutral,general,general,tagasenti
sample_13628,"Naku dadayain na yan ni Mar Roxas ang bagal na ang transmission, naku po.. be vigilant! Duterte",negative,general,general,tagasenti
sample_13629,Ate ni Pnoy: di namin susuportahan ang kandidatura ni VP Binay (via),negative,general,general,tagasenti
sample_13630,10 10 super ganda lalo na for the price hndi pa na tatry kung tatagal ba ang hot and cold pero sana walang problema thanks seller and shopee,positive,general,general,tagasenti
sample_13631,Inamin din ng kalihim na hindi natuwa ang pangulo sa naturang ulat.,negative,general,general,tagasenti
sample_13632,as usual complete items but ang sizes problema hindi accurate yung medium at large same size lang parang small hahahahha,neutral,general,general,tagasenti
sample_13633,May pagsusuri na mahahati ang boto sa iba habang solid kay Binay.,neutral,general,general,tagasenti
sample_13634,items received po thank you po seller mabilis po ang delivery hindi expected na darating agad medyo masungit po si kuya rider pero naintindihan ko pagod lang siguro,neutral,general,general,tagasenti
sample_13635,May nagsasabing bias ang ABSCBN laban kina Mar Roxas at Leni Robredo.,neutral,general,general,tagasenti
sample_13636,Wag nyong batuhin ng Bimpo si binay mga taga DM!,positive,general,general,tagasenti
sample_13637,Umasa kaming makakatulog nang mahimbing at hindi nga pumalya ang katahimikan ng buong lugar buong gabi.,positive,general,general,tagasenti
sample_13638,"Roxas, magaling ang presscon mo! Bakit si Poe lang? Dapat kasama mo sina Binay at Santiago para sa pagkakaisa.",positive,general,general,tagasenti
sample_13639,Umalis sana kami bago mag-rush hour.,negative,general,general,tagasenti
sample_13640,Kaya ako lumipat ng internet provider dahil wala silang kwentang mag-ayos ng linya.,negative,general,general,tagasenti
sample_13641,ang mura nia sa susunod kukuha na ako ng marami thank u shopee thank u shopee thank u shopee thank u seller thank u seller thank u seller godbless po,positive,general,general,tagasenti
sample_13642,"Iginiit naman ni Quezon Rep. Erin Tanada, tagapagsalita ng LP, na walang basehan na iugnay si Aquino sa transaksiyon ng SCTEx.",neutral,general,general,tagasenti
sample_13643,thank you seller maganda sya kaso mukang malaki sakin dapat pala nag size 34 nalang ako heheh pero any ways order nalang ulet ako heheh thank you din sa rider na nag bibigay nang sukli hahah,positive,general,general,tagasenti
sample_13644,"Marcos supporters, may mga impormasyon tungkol kina Binay, Poe, at Marcos.",neutral,general,general,tagasenti
sample_13645,maganda maliit sya talaga napaka cute natuwa ako sa 3in1 nya grabe first time lang makakita nito hahaha,positive,general,general,tagasenti
sample_13646,"Binay: Marunong ako maglaba, marunong ako mamalengke marunong ako mamlantsa Magkatulong ka nalang pre",negative,general,general,tagasenti
sample_13647,incomplete orders pag wala na yung mismo plastic at di mo nakunan ng picture di ka nila refund. di proof ang missing item na visual na picture. so make sure di nyo tapon kaagad yun. to seller make sure complete ang delivery ninyo bago nyo ipadala.,negative,general,general,tagasenti
sample_13648,Ang listahan ng mga nakapasa ay dumating sa bulletin board kanina.,neutral,general,general,tagasenti
sample_13649,"Ayon sa haka-haka, maaaring i-junk ng Pinoy si Roxas at si Poe ang gusto.",neutral,general,general,tagasenti
sample_13650,"hindi white ang sa taas,. ang liit pa.white highlighter order ko.",positive,general,general,tagasenti
sample_13651,Ilegal ang planong mass leave ng mga prosekutor ng DOJ -- solon,negative,general,general,tagasenti
sample_13652,May nagsasabing oportunista siya. Bagay daw sa ka-tandem.,neutral,general,general,tagasenti
sample_13653,"Of course - we asked all of them. So far, we've spoken to Binay, Poe, Roxas, waiting for Duterte ...",neutral,general,general,tagasenti
sample_13654,5/10 ... thank you so much sa serbisyo shopee . the product not meet my expectation pero okay naman pagdating sa presyo ... godbless everyone.,positive,general,general,tagasenti
sample_13655,"Mas nakakaihi yung si Binay nognog, si Alma Moreno!",negative,general,general,tagasenti
sample_13656,MANILA - Hinikayat ni Senador Manny Villar ang mga kabataan na huwag matakot pasukin ang pagnenegosyo na lubhang kailangan umano ng bansa para umasenso.,positive,general,general,tagasenti
sample_13657,Napag-alaman ng GMA News na napanatili ni Francisco pakikipag-ugnayan sa mga Hultman at bahagya naman sa mga Chapman at Leino.,neutral,general,general,tagasenti
